,Virus name,Tier,Subtype,Infection stage,Coreceptor,Country,Year,Accession,Alias,Seq data,Virus patient,Virus type,Seq name,IC50,PG9:IC50: by study
111,211_9,2,02_AG,<12mo,CCR5,CAMEROON,2004.0,EU513187,"T211, T211-9, 211, NIH-ARP-11591, T211.9, 211-9, T211_9",Yes,211,panel,02_AG.CM.2004.211_9.EU513187,0.074192,0.049: Bricault2019_dataset3;0.049: Doria-Rose2012;0.049: Hraber2014;0.058: Landais2017_dataset1;0.108: Kong2015_dataset1;0.115: Kong2015_dataset2;0.146: Falkowska2014
112,21203310_G7_C3,2,C,acute,,SOUTH AFRICA,2008.0,HQ615946,,Yes,21203310,panel,C.ZA.2008.21203310_G7_C3.HQ615946,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
113,21261106_C12_H2,3,C,acute,,SOUTH AFRICA,2009.0,HQ615956,,Yes,21261106,panel,C.ZA.2009.21261106_C12_H2.HQ615956,0.01,0.01: Bricault2019_dataset1;0.01: Wagh2016
114,21283649,3,C,acute,,SOUTH AFRICA,2009.0,HQ595756,,Yes,21283649,panel,C.ZA.2009.21283649.HQ595756,2.42,2.42: Bricault2019_dataset1;2.42: Wagh2016
115,21369737_G11_F2,3,C,acute,,SOUTH AFRICA,2009.0,HQ615941,,Yes,21369737,panel,C.ZA.2009.21369737_G11_F2.HQ615941,0.04,0.04: Bricault2019_dataset1;0.04: Wagh2016
116,21399975_E2_B3,2,C,<3mo,,SOUTH AFRICA,2009.0,HQ615957,,Yes,21399975,panel,C.ZA.2009.21399975_E2_B3.HQ615957,0.34,0.34: Bricault2019_dataset1;0.34: Wagh2016
117,21492713_B11_E3,2,C,acute,,SOUTH AFRICA,2009.0,HQ615947,,Yes,21492713,panel,C.ZA.2009.21492713_B11_E3.HQ615947,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
118,21502011_F12_E2,2,C,acute,,SOUTH AFRICA,2009.0,HQ615949,21502011F_12_E2,Yes,21502011,panel,C.ZA.2009.21502011_F12_E2.HQ615949,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
119,21561324_D3_B5,2,C,acute,,SOUTH AFRICA,2009.0,HQ615961,,Yes,21561324,panel,C.ZA.2009.21561324_D3_B5.HQ615961,0.1,0.1: Bricault2019_dataset1;0.1: Wagh2016
120,231965_C1,2,D,acute,,UGANDA,2001.0,JQ361079,"231965_C01, 231965, 231965sga_c1, 231965.c1, 231965.c01",Yes,231965,panel,D.UG.2001.231965_C1.JQ361079,1.04128,0.679: Falkowska2014;0.679: Sok2014;0.679: vanGils2016;0.682: Bricault2019;0.682: Bricault2019_dataset2;0.68200: Doria-Rose2016;0.682: Pancera2013;1.096: Chuang2019;1.285: Bricault2019_dataset3;1.285: Hraber2014;1.36: Kong2015_dataset1;1.51: Chuang2013;1.51: Doria-Rose2012;1.51: Huang2012a;1.51: Huang2016a_dataset1;1.51: McLellan2011;1.52: Kong2015_dataset2;>100: Landais2017_dataset1
121,231966_C2,2,D,acute,,UGANDA,2001.0,JX512899,"231966.c2, 231966.c02, 231966sga_c2, 231966_C02",Yes,231966,panel,D.UG.2001.231966_C2.JX512899,0.041091,0.011: Lee2017;0.04: Kong2015_dataset2;0.05: Falkowska2014;0.071: Kong2015_dataset1;0.075: Bricault2019_dataset3
122,234_F1_16_57,2,C,<12mo,,TANZANIA,2001.0,HM215278,"234-F1_16_57, 234-F1-16-57",Yes,234,panel,C.TZ.2001.234_F1_16_57.HM215278,0.01,0.01: Bricault2019_dataset1;0.01: Wagh2016
123,235080_3G7_REV,1B,C,<3mo,,ZAMBIA,2007.0,JN977604,"235080, 235080_3G7env2 (Rev-), 235080_3G7env2(Rev-)",Yes,Z1792M,panel,C.ZM.2007.235080_3G7_REV.JN977604,0.03,0.03: Bricault2019_dataset1;0.03: Wagh2016
124,235_47,2,02_AG,<12mo,CCR5,CAMEROON,2004.0,EU513195,"T235_47, 235-47.SG3, 235-47, NIH-ARP-11592, 235, T235.47",Yes,235,panel,02_AG.CM.2004.235_47.EU513195,0.24453,0.12: Landais2017_dataset1;0.124: Bricault2019;0.124: Bricault2019_dataset2;0.12400: Doria-Rose2016;0.124: Pancera2013;0.165: Kong2015_dataset1;0.222: Kong2015_dataset2;0.223: Chuang2019;0.233: Bricault2019_dataset3;0.233: Hraber2014;0.322: Chuang2013;0.322: Doria-Rose2012;0.322: Huang2012a;0.322: Huang2016a_dataset1;0.322: McLellan2011;0.958: Falkowska2014;0.958: Sok2014
125,242_14,1B or 2,02A1,<12mo,,CAMEROON,2004.0,EU513188,"242-14.SG3, 242, 242-14",Yes,242,panel,02A1.CM.2004.242_14.EU513188,0.033705,0.025: Chuang2013;0.025: Doria-Rose2012;0.025: Huang2012a;0.025: Huang2016a_dataset1;0.025: McLellan2011;0.0365: Chuang2019;0.048: Bricault2019;0.048: Bricault2019_dataset2;0.04800: Doria-Rose2016;0.048: Pancera2013
126,246_F3_C10_2,2,A1C,<12mo,,TANZANIA,,HM215279,"E246F3, 246-F3_C10_2, 246F3, 246, 246-F3.C10.2",Yes,246,panel,A1C.TZ..246_F3_C10_2.HM215279,0.024436,0.02: Kong2015_dataset1;0.022: Webb2015;0.024: Kong2015_dataset2;0.0275: Chuang2019;0.03: Decamp2014
127,247_23,2,DU,,,CAMEROON,,EU683891,"247-23.SG3, 247-23, 247",Yes,247,panel,DU.CM..247_23.EU683891,0.14003,0.092: Bricault2019;0.092: Bricault2019_dataset2;0.09200: Doria-Rose2016;0.092: Pancera2013;0.1435: Chuang2019;0.195: Chuang2013;0.195: Doria-Rose2012;0.195: Huang2012a;0.195: Huang2016a_dataset1;0.195: McLellan2011
128,249M_B10,2,C,acute T/F,,ZAMBIA,2003.0,EU166862,"249M, 249M B10, ZM249M.B10, 249M.B10, 249MB10",Yes,ZM249M,panel,C.ZM.2003.249M_B10.EU166862,0.052446,0.026: Landais2017_dataset1;0.029: Kong2015_dataset1;0.053: Kong2015_dataset2;0.066: Falkowska2014;0.066: Sok2014;0.066: vanGils2016;0.095: Bricault2019_dataset3
129,25710_2_43,1B or 2,C,<12mo,CCR5,INDIA,1999.0,EF117271,"25710-2.43, 25710, HIV-25710-2.43",Yes,25710,panel,C.IN.1999.25710_2_43.EF117271,0.035202,0.024: Kong2015_dataset1;0.0245: Wu2018_dataset1;0.031: Bricault2019;0.031: Bricault2019_dataset2;0.03100: Doria-Rose2016;0.031: Pancera2013;0.0345: Chuang2019;0.038: Chuang2013;0.038: Doria-Rose2012;0.038: Huang2012a;0.038: Huang2016a_dataset1;0.038: Kong2015_dataset2;0.038: McLellan2011;0.04: Webb2015;0.07: Decamp2014
130,25711_2_4,1B or 2,C,<3mo,CCR5,INDIA,1999.0,EF117272,"25711-2.4, HIV-25711-2.4, 25711",Yes,25711,panel,C.IN.1999.25711_2_4.EF117272,1.21424,0.932: Bricault2019;0.932: Bricault2019_dataset2;0.93200: Doria-Rose2016;0.932: Pancera2013;1.216: Chuang2019;1.5: Chuang2013;1.5: Doria-Rose2012;1.5: Huang2012a;1.5: Huang2016a_dataset1;1.5: McLellan2011
131,25925_2_22,1B or 2,C,<3mo,CCR5,INDIA,1999.0,EF117273,"HIV-25925-2.22, HIV_25925_2, 25925-2.22, 25925",Yes,25925,panel,C.IN.1999.25925_2_22.EF117273,0.025559,0.021: Chuang2019;0.023: Huang2012a;0.023: Huang2016a_dataset1;0.025: Bricault2019;0.025: Bricault2019_dataset2;0.02500: Doria-Rose2016;0.025: Pancera2013;0.0576: Rusert2016;<0.023: Chuang2013;<0.023: Doria-Rose2012;<0.023: McLellan2011
132,26191_2_48,2,C,<3mo,CCR5,INDIA,2000.0,EF117274,"26191-2.48, HIV-26191-2.48, 26191",Yes,26191,panel,C.IN.2000.26191_2_48.EF117274,0.13742,0.132: Bricault2019;0.132: Bricault2019_dataset2;0.13200: Doria-Rose2016;0.132: Pancera2013;0.137: Chuang2019;0.142: Chuang2013;0.142: Doria-Rose2012;0.142: Huang2012a;0.142: Huang2016a_dataset1;0.142: McLellan2011
133,263_8,2,02_AG,<12mo,CCR5,CAMEROON,2004.0,EU513182,"T263.8, 263, 264, NIH-ARP-11601, 263-8",Yes,263,panel,02_AG.CM.2004.263_8.EU513182,0.28247,0.211: Bricault2019;0.211: Bricault2019_dataset2;0.21100: Doria-Rose2016;0.211: Pancera2013;0.243: Falkowska2014;0.243: Sok2014;0.243: vanGils2016;0.247: Kong2015_dataset2;0.251: Kong2015_dataset1;0.282: Chuang2019;0.293: Bricault2019_dataset3;0.293: Hraber2014;0.353: Chuang2013;0.353: Doria-Rose2012;0.353: Huang2012a;0.353: Huang2016a_dataset1;0.353: McLellan2011;0.56: Landais2017_dataset1
134,269_12,2,02A1,<12mo,CCR5,CAMEROON,2004.0,EU513194,"NIH-ARP-11603, 269, 269-12",Yes,269,panel,02A1.CM.2004.269_12.EU513194,1.47424,1.42: Bricault2019;1.42: Bricault2019_dataset2;1.42000: Doria-Rose2016;1.42: Pancera2013;1.47: Chuang2019;1.52: Chuang2013;1.52: Doria-Rose2012;1.52: Huang2012a;1.52: Huang2016a_dataset1;1.52: McLellan2011
135,2759058_F10_B6,2,C,acute,,SOUTH AFRICA,2006.0,HQ615959,,Yes,2759058,panel,C.ZA.2006.2759058_F10_B6.HQ615959,0.13,0.13: Bricault2019_dataset1;0.13: Wagh2016
136,2768732_C5_16,2,C,acute,,SOUTH AFRICA,2006.0,HQ615952,,Yes,2768732,panel,C.ZA.2006.2768732_C5_16.HQ615952,0.06,0.06: Bricault2019_dataset1;0.06: Wagh2016
137,2833264,2,C,acute,,SOUTH AFRICA,2006.0,HQ595757,,Yes,2833264,panel,C.ZA.2006.2833264.HQ595757,0.1,0.1: Bricault2019_dataset1;0.1: Wagh2016
138,2865_A11_12,2,C,<3mo,,BOTSWANA,2005.0,KC154013,"2865_A11.12, B002865_A11.12",Yes,B002865,panel,C.BW.2005.2865_A11_12.KC154013,0.16,0.16: Bricault2019_dataset1;0.16: Wagh2016
139,2869751_A4_D3,2,C,acute,,SOUTH AFRICA,2007.0,HQ615954,,Yes,2869751,panel,C.ZA.2007.2869751_A4_D3.HQ615954,0.24,0.24: Bricault2019_dataset1;0.24: Wagh2016
140,286_36,,C,chronic,CCR5,ETHIOPIA,,JQ362420,"286, 286.36",Yes,ET14,panel,C.ET..286_36.JQ362420,0.10237,0.071: Chuang2013;0.071: Doria-Rose2012;0.071: Georgiev2013_dataset1;0.071: Huang2012a;0.071: Huang2016a_dataset1;0.071: McLellan2011;0.084: Falkowska2012;0.084: Georgiev2013_dataset2;0.128: Chuang2019;0.185: Bricault2019;0.185: Bricault2019_dataset2;0.18500: Doria-Rose2016;0.185: Pancera2013
141,288_38,,C,chronic,CCR5,ETHIOPIA,2002.0,JQ362421,"288, 288.38",Yes,288,panel,C.ET.2002.288_38.JQ362421,2.14576,0.61: Falkowska2012;0.61: Georgiev2013_dataset2;1.29: Pancera2010;2.42: Bricault2019;2.42: Bricault2019_dataset2;2.42000: Doria-Rose2016;2.42: Pancera2013;2.78: Chuang2019;3.14: Chuang2013;3.14: Doria-Rose2012;3.14: Georgiev2013_dataset1;3.14: Huang2012a;3.14: Huang2016a_dataset1;3.14: McLellan2011
142,2891391_A2_E1,2,C,acute,,SOUTH AFRICA,2007.0,HQ615955,,Yes,2891391,panel,C.ZA.2007.2891391_A2_E1.HQ615955,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
143,2969249,2,C,<3mo,,SOUTH AFRICA,2007.0,HQ595766,,Yes,2969249,panel,C.ZA.2007.2969249.HQ595766,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
144,3016_V5_C45,2,D,acute,,TANZANIA,2005.0,HM215283,"3016, 3016.v5.c45",Yes,3016,panel,D.TZ.2005.3016_V5_C45.HM215283,0.43994,0.214: Kong2015_dataset2;0.283: Bricault2019;0.283: Bricault2019_dataset2;0.28300: Doria-Rose2016;0.283: Pancera2013;0.2845: Chuang2019;0.286: Chuang2013;0.286: Doria-Rose2012;0.286: Huang2012a;0.286: Huang2016a_dataset1;0.286: McLellan2011;0.325: Kong2015_dataset1;2.455: Bricault2019_dataset3;2.455: Hraber2014;3.058: Falkowska2014
145,304_F2_1_11,2,C,<12mo,,TANZANIA,2001.0,HM215286,,Yes,304,panel,C.TZ.2001.304_F2_1_11.HM215286,0.02,0.02: Bricault2019_dataset1;0.02: Wagh2016
146,3103_V3_C10,2,A1CD,<12mo,,TANZANIA,2004.0,HM215288,"3103, 3103.v3.c10",Yes,3103,panel,A1CD.TZ.2004.3103_V3_C10.HM215288,28.004,28.004: Bricault2019_dataset3;28.004: Doria-Rose2012;28.004: Hraber2014;> 50: Sok2014;>100: Landais2017_dataset1;>10: Lee2017;>25: Kong2015_dataset1;>25: Kong2015_dataset2;>50: Falkowska2014
147,3168_V4_C10,,C,<12mo,,TANZANIA,2005.0,HM215289,"3168.V4.C10, 3168.v4.c10, 3168",Yes,3168,panel,C.TZ.2005.3168_V4_C10.HM215289,0.10807,0.05: Bricault2019_dataset1;0.05: Wagh2016;0.092: Bricault2019;0.092: Bricault2019_dataset2;0.09200: Doria-Rose2016;0.092: Pancera2013;0.127: Chuang2019;0.162: Chuang2013;0.162: Doria-Rose2012;0.162: Huang2012a;0.162: Huang2016a_dataset1;0.162: McLellan2011
148,329_14_B1,2,C,,,INDIA,2014.0,MK076593,329.14.B1,Yes,AIIMS_329,non-panel,C.IN.2014.329_14_B1.MK076593,0.02,<0.02: Mishra2019
149,329_14_B4,2,C,,,INDIA,2014.0,MK076596,329.14.B4,Yes,AIIMS_329,non-panel,C.IN.2014.329_14_B4.MK076596,0.35,0.35: Mishra2019
150,329_15_A1,2,C,,,INDIA,2015.0,MK076610,329.15.A1,Yes,AIIMS_329,non-panel,C.IN.2015.329_15_A1.MK076610,20.0,>10: Mishra2019
151,329_15_B1,2,C,,,INDIA,2015.0,MK076614,329.15.B1,Yes,AIIMS_329,non-panel,C.IN.2015.329_15_B1.MK076614,20.0,>10: Mishra2019
152,329_16_C1,2,C,,,INDIA,2016.0,MK076647,329.16.C1,Yes,AIIMS_329,non-panel,C.IN.2016.329_16_C1.MK076647,20.0,>10: Mishra2019
153,329_16_D5,2,C,,,INDIA,2016.0,MK076655,329.16.D5,Yes,AIIMS_329,non-panel,C.IN.2016.329_16_D5.MK076655,20.0,>10: Mishra2019
154,3301_V1_C24,2,C,acute,,TANZANIA,2003.0,HM215294,"3301, 3301.V1.C24, 3301.v1.c24",Yes,3301,panel,C.TZ.2003.3301_V1_C24.HM215294,0.32076,0.195: Kong2015_dataset1;0.211: Falkowska2014;0.211: Sok2014;0.216: Bricault2019_dataset3;0.216: Hraber2014;0.23: Bricault2019;0.23: Bricault2019_dataset2;0.23000: Doria-Rose2016;0.23: Pancera2013;0.2555: Chuang2019;0.281: Chuang2013;0.281: Doria-Rose2012;0.281: Huang2012a;0.281: Huang2016a_dataset1;0.281: McLellan2011;0.378: Kong2015_dataset2;21: Landais2017_dataset1
155,3305_BM_C1,,C,,,MALAWI,2008.0,HM070604,3305_bmC1,Yes,714903305,non-panel,C.MW.2008.3305_BM_C1.HM070604,50.0,>25: Fouda2013
156,3305_BM_C11,,C,,,MALAWI,2008.0,HM070606,3305_bmC11,Yes,714903305,non-panel,C.MW.2008.3305_BM_C11.HM070606,50.0,>25: Fouda2013
157,3305_BM_C9,,C,,,MALAWI,2008.0,HM070612,3305_bmC9,Yes,714903305,non-panel,C.MW.2008.3305_BM_C9.HM070612,50.0,>25: Fouda2013
158,3305_BM_F4,,C,,,MALAWI,2008.0,HM070618,3305_bmF4,Yes,714903305,non-panel,C.MW.2008.3305_BM_F4.HM070618,50.0,>25: Fouda2013
159,3305_BM_F6,,C,,,MALAWI,2008.0,HM070620,3305_bmF6,Yes,714903305,non-panel,C.MW.2008.3305_BM_F6.HM070620,50.0,>25: Fouda2013
160,330_14_A12,2,C,,,INDIA,2014.0,MK076674,330.14.A12,Yes,AIIMS_330,non-panel,C.IN.2014.330_14_A12.MK076674,20.0,>10: Mishra2019
161,330_14_A20,2,C,,,INDIA,2014.0,MK076682,330.14.A20,Yes,AIIMS_330,non-panel,C.IN.2014.330_14_A20.MK076682,1.11,1.11: Mishra2019
162,330_15_C36,2,C,,,INDIA,2015.0,MK076700,330.15.C36,Yes,AIIMS_330,non-panel,C.IN.2015.330_15_C36.MK076700,20.0,>10: Mishra2019
163,330_15_D36,2,C,,,INDIA,2015.0,MK076705,330.15.D36,Yes,AIIMS_330,non-panel,C.IN.2015.330_15_D36.MK076705,20.0,>10: Mishra2019
164,330_15_E36,,C,,,INDIA,2015.0,MK076706,330.15.E36,Yes,AIIMS_330,non-panel,C.IN.2015.330_15_E36.MK076706,20.0,>10: Mishra2019
165,330_16_A2,2,C,,,INDIA,2016.0,MK076707,330.16.A2,Yes,AIIMS_330,non-panel,C.IN.2016.330_16_A2.MK076707,20.0,>10: Mishra2019
166,330_16_D4,2,C,,,INDIA,2016.0,MK076712,330.16.D4,Yes,AIIMS_330,non-panel,C.IN.2016.330_16_D4.MK076712,20.0,>10: Mishra2019
167,330_16_E6,,C,,,INDIA,2016.0,MK076720,330.16.E6,Yes,AIIMS_330,non-panel,C.IN.2016.330_16_E6.MK076720,0.14,0.14: Mishra2019
168,330_16_H2,,C,,,INDIA,2016.0,MK076724,330.16.H2,Yes,AIIMS_330,non-panel,C.IN.2016.330_16_H2.MK076724,2.79,2.79: Mishra2019
169,3312_D6_2,2,C,<3mo,,BOTSWANA,2005.0,KC154014,"3312_D6.2, B003312_D6.2",Yes,B003312,panel,C.BW.2005.3312_D6_2.KC154014,0.14,0.14: Bricault2019_dataset1;0.14: Wagh2016
170,3326_V4_C3,,CD,<12mo,,TANZANIA,2005.0,HM215296,"3326.V4.C3, 3326, 3326.v4.c3",Yes,3326,panel,CD.TZ.2005.3326_V4_C3.HM215296,0.026268,0.023: Huang2012a;0.023: Huang2016a_dataset1;0.03: Bricault2019;0.03: Bricault2019_dataset2;0.03: Chuang2019;0.03000: Doria-Rose2016;0.03: Pancera2013;<0.023: Chuang2013;<0.023: Doria-Rose2012;<0.023: McLellan2011
171,3337_V2_C6,,CD,<12mo,,TANZANIA,2004.0,HM215297,"3337.v2.c6, 3337, 3337.V2.C6",Yes,3337,panel,CD.TZ.2004.3337_V2_C6.HM215297,100.0,>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Chuang2013;>50: Chuang2019;>50: Doria-Rose2012;>50: Doria-Rose2016;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013
172,3365_V2_C20,2,A1,<12mo,,TANZANIA,2004.0,HM215298,"3365.v2.c20, 3365.v2.c2, 3365_V2_C2",Yes,3365,panel,A1.TZ.2004.3365_V2_C20.HM215298,0.059799,0.059: Chuang2019;0.06: Bricault2019;0.06: Bricault2019_dataset2;0.06000: Doria-Rose2016;0.06: Pancera2013
173,3415_V1_C1,2,A1,<12mo,,TANZANIA,2003.0,HM215299,3415.v1.c1,Yes,3415,panel,A1.TZ.2003.3415_V1_C1.HM215299,0.12255,0.096: Bricault2019;0.096: Bricault2019_dataset2;0.09600: Doria-Rose2016;0.096: Pancera2013;0.1225: Chuang2019;0.149: Chuang2013;0.149: Doria-Rose2012;0.149: Huang2012a;0.149: Huang2016a_dataset1;0.149: McLellan2011
174,3426_V5_C17,2,C,<12mo,,TANZANIA,2005.0,HM215300,"3426.v5.c17, 3426.5.17",Yes,3426,panel,C.TZ.2005.3426_V5_C17.HM215300,0.03,0.03: Bricault2019_dataset1;0.03: Wagh2016
175,3468_V1_C12,,A1D,<12mo,,TANZANIA,2003.0,HM215301,"3468, 3468-v1.c12, 3468.V1.C12, 3468.v1.c12",Yes,3468,panel,A1D.TZ.2003.3468_V1_C12.HM215301,1.86515,1.62: Bricault2019;1.62: Bricault2019_dataset2;1.62000: Doria-Rose2016;1.62: Pancera2013;1.855: Chuang2019;2.09: Chuang2013;2.09: Doria-Rose2012;2.09: Huang2012a;2.09: Huang2016a_dataset1;2.09: McLellan2011
176,346_F4_D2_12,1B,C,<12mo,,TANZANIA,2001.0,HM215302,,Yes,346,panel,C.TZ.2001.346_F4_D2_12.HM215302,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
177,3514597,2,C,<3mo,,SOUTH AFRICA,2007.0,HQ595759,,Yes,3514597,panel,C.ZA.2007.3514597.HQ595759,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
178,3545883_G1_E1,2,C,<3mo,,SOUTH AFRICA,2007.0,HQ615942,,Yes,3545883,panel,C.ZA.2007.3545883_G1_E1.HQ615942,0.15,0.15: Bricault2019_dataset1;0.15: Wagh2016
179,356272_C02,,01_AE,acute,CCR5,THAILAND,2005.0,JN944654,"356272.c02, 356272.02, 356272",Yes,356272,panel,01_AE.TH.2005.356272_C02.JN944654,50.0,>25: Chenine2018
180,3589_V1_C4,,A1C,<12mo,,TANZANIA,2003.0,HM215304,"3589.V1.C4, 3589.v1.c4, 3589",Yes,3589,panel,A1C.TZ.2003.3589_V1_C4.HM215304,0.025883,0.025: Chuang2013;0.025: Doria-Rose2012;0.025: Huang2012a;0.025: Huang2016a_dataset1;0.025: McLellan2011;0.026: Chuang2019;0.027: Bricault2019;0.027: Bricault2019_dataset2;0.02700: Doria-Rose2016;0.027: Pancera2013
181,3603_C11_13,2,C,acute,,BOTSWANA,2006.0,KC154015,"B003603.c11.13, 3603_C11.13",Yes,B003603,panel,C.BW.2006.3603_C11_13.KC154015,0.26,0.26: Bricault2019_dataset1;0.26: Wagh2016
182,3637_V5_C3,3,C,<12mo,,TANZANIA,2005.0,HM215305,"3637.V5.C3, 3637, 3637.v5.c3",Yes,3637,panel,C.TZ.2005.3637_V5_C3.HM215305,20.0,>10: Bricault2019_dataset1;>10: Wagh2016;>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Chuang2013;>50: Chuang2019;>50: Doria-Rose2012;>50: Doria-Rose2016;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013
183,3718_3_11,2,A1,acute,,TANZANIA,2004.0,HM215306,"3718_V3_C11, 3718.v3.c11, 3718",Yes,3718,panel,A1.TZ.2004.3718_3_11.HM215306,0.044233,0.038: Bricault2019;0.038: Bricault2019_dataset2;0.03800: Doria-Rose2016;0.038: Pancera2013;0.044: Chuang2019;0.05: Chuang2013;0.05: Doria-Rose2012;0.05: Huang2012a;0.05: Huang2016a_dataset1;0.05: McLellan2011
184,3728_V2_C6,2,C,<3mo,,TANZANIA,2004.0,HM215307,3728.v2.c6,Yes,3728,panel,C.TZ.2004.3728_V2_C6.HM215307,0.13,0.13: Bricault2019_dataset1;0.13: Wagh2016
185,377_V4_C09,2,C,<12mo,,TANZANIA,2004.0,HM215308,"0377.v4.c09, 377.v4.c9, 377.4.09, 377.v4.c09",Yes,377,panel,C.TZ.2004.377_V4_C09.HM215308,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
186,3817_V2_C59,2,CD,<12mo,,TANZANIA,2004.0,HM215310,"3817.v2.c59, 3817",Yes,3817,panel,CD.TZ.2004.3817_V2_C59.HM215310,0.0048874,0.001: Lee2017;0.002: Falkowska2014;0.002: Kong2015_dataset1;0.002: Sok2014;0.002: vanGils2016;0.003: Kong2015_dataset2;0.004: Bricault2019;0.004: Bricault2019_dataset2;0.00400: Doria-Rose2016;0.004: Pancera2013;0.0055: Chuang2019;0.007: Doria-Rose2012;0.007: Huang2012a;0.007: Huang2016a_dataset1;0.007: McLellan2011;0.02: Bricault2019_dataset3;0.02: Hraber2014;0.039: Landais2017_dataset1
187,3873_V1_C24,2,C,<12mo,,TANZANIA,2003.0,HM215311,"3873.v1.c24, 3873.V1.C24, 3873",Yes,3873,panel,C.TZ.2003.3873_V1_C24.HM215311,20.0,>10: Bricault2019_dataset1;>10: Wagh2016;>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Chuang2013;>50: Chuang2019;>50: Doria-Rose2012;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013
188,3988_25,2,B,<12mo,CCR5,UNITED STATES,1995.0,AY835436,"3988.25, 3988, SVPB3",Yes,3988-P46,panel,B.US.1995.3988_25.AY835436,0.019084,0.01: Chuang2013;0.01: Doria-Rose2012;0.01: Georgiev2013_dataset1;0.01: Huang2012a;0.01: Huang2016a_dataset1;0.01: McLellan2011;0.0157: Falkowska2012;0.016: Georgiev2013_dataset2;0.0275: Chuang2019;0.03: Pancera2010;0.045: Bricault2019;0.045: Bricault2019_dataset2;0.04500: Doria-Rose2016;0.045: Pancera2013
189,398_F1_F6_20,2,A1,<3mo,,TANZANIA,,HM215312,"398-F1.F6.20, 398, 398_F1, 398F1, 398-F1_F6_20, 398.F1, 398-F1",Yes,398,panel,A1.TZ..398_F1_F6_20.HM215312,50.0,>25: Kong2015_dataset1;>25: Kong2015_dataset2;>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Chuang2013;>50: Chuang2019;>50: Doria-Rose2012;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013;>50: Webb2015;>5: Decamp2014
190,40061_V03_08,,01_AE,acute,CCR5,THAILAND,2009.0,KY580548,40061,Yes,40061,panel,01_AE.TH.2009.40061_V03_08.KY580548,0.03,0.03: Chenine2018
191,40100_V01_09,,01_AE,acute,CCR5,THAILAND,2010.0,KY580588,"40100Mj, 40100v01.09",Yes,40100,panel,01_AE.TH.2010.40100_V01_09.KY580588,10.02,10.02: Chenine2018
192,40100_V01_MN01,,01_AE,acute,CCR5,THAILAND,2010.0,MF622080,40100mn,Yes,40100,panel,01_AE.TH.2010.40100_V01_MN01.MF622080,5.86268,2.01: Chenine2018;17.1: Bricault2019_dataset2
193,427299_C12,,01_AE,acute,CCR5,THAILAND,2006.0,JN944655,"427299.12, 427299, 427299.c12",Yes,AA116,panel,01_AE.TH.2006.427299_C12.JN944655,0.36,0.36: Chenine2018
194,434239_AA058_A04R,,01_AE,<12mo,CCR5,THAILAND,2006.0,JX447346,"AA058a04R, 434239",Yes,AA058,panel,01_AE.TH.2006.434239_AA058_A04R.JX447346,1.11,1.11: Chenine2018
195,4403_BM_B10,,C,,,MALAWI,2008.0,HM070717,4403_bmB10,Yes,714904403,non-panel,C.MW.2008.4403_BM_B10.HM070717,0.42,0.42: Fouda2013
196,4403_BM_B6,,C,,,MALAWI,2008.0,HM070721,4403_bmB6,Yes,714904403,non-panel,C.MW.2008.4403_BM_B6.HM070721,0.6,0.6: Fouda2013
197,4403_BM_C5,,C,,,MALAWI,2008.0,HM070724,4403_bmC5,Yes,714904403,non-panel,C.MW.2008.4403_BM_C5.HM070724,0.58,0.58: Fouda2013
198,4403_BM_G1,,C,,,MALAWI,2008.0,HM070737,4403_bmG1,Yes,714904403,non-panel,C.MW.2008.4403_BM_G1.HM070737,0.24,0.24: Fouda2013
199,4403_BM_H22,,C,,,MALAWI,2008.0,HM070749,4403_bmH22,Yes,714904403,non-panel,C.MW.2008.4403_BM_H22.HM070749,7.5,7.5: Fouda2013
200,45_01DG5,,B,chronic,,UNITED STATES,2001.0,JQ609687,45_01dG5,Yes,NIH45,panel,B.US.2001.45_01DG5.JQ609687,0.14175,0.128: Bricault2019;0.128: Bricault2019_dataset2;0.128: Pancera2013;0.1925: Chuang2019
201,4707_BM_F8,,C,,,MALAWI,2008.0,HM070818,4707_bmF8,Yes,714904707,non-panel,C.MW.2008.4707_BM_F8.HM070818,0.18,0.18: Fouda2013
202,4707_BM_H2,,C,,,MALAWI,2008.0,HM070822,4707_bmH2,Yes,714904707,non-panel,C.MW.2008.4707_BM_H2.HM070822,0.02,0.02: Fouda2013
